"Scenario","Area","Year","Population"
"SSP3","Estonia",2040,1267.1
"SSP3","Estonia",2045,1250
"SSP3","Estonia",2050,1236.3
"SSP3","Estonia",2055,1223.5
"SSP3","Estonia",2060,1211.6
"SSP3","Estonia",2065,1200.8
"SSP3","Estonia",2070,1192.6
"SSP3","Estonia",2075,1187.9
"SSP3","Estonia",2080,1187.2
"SSP3","Estonia",2085,1190.5
"SSP3","Estonia",2090,1196.8
"SSP3","Estonia",2095,1204.8
"SSP3","Estonia",2100,1213
"SSP3","Ethiopia",2020,115638.4
"SSP3","Ethiopia",2025,131655.2
"SSP3","Ethiopia",2030,149440.4
"SSP3","Ethiopia",2035,168741.8
"SSP3","Ethiopia",2040,189364.7
"SSP3","Ethiopia",2045,210456.5
"SSP3","Ethiopia",2050,232281.9
"SSP3","Ethiopia",2055,254761.9
"SSP3","Ethiopia",2060,277930.8
"SSP3","Ethiopia",2065,300048.5
"SSP3","Ethiopia",2070,320942.8
"SSP3","Ethiopia",2075,339561.9
"SSP3","Ethiopia",2080,356693.2
"SSP3","Ethiopia",2085,373281.3
"SSP3","Ethiopia",2090,389515.6
"SSP3","Ethiopia",2095,405046.9
"SSP3","Ethiopia",2100,419432.8
"SSP3","Fiji",2020,918.1
"SSP3","Fiji",2025,958.8
"SSP3","Fiji",2030,998.2
"SSP3","Fiji",2035,1035
"SSP3","Fiji",2040,1069.1
"SSP3","Fiji",2045,1096.5
"SSP3","Fiji",2050,1118.3
"SSP3","Fiji",2055,1138
"SSP3","Fiji",2060,1156.8
"SSP3","Fiji",2065,1175.8
"SSP3","Fiji",2070,1194
"SSP3","Fiji",2075,1212
"SSP3","Fiji",2080,1231
"SSP3","Fiji",2085,1250.5
"SSP3","Fiji",2090,1271.3
"SSP3","Fiji",2095,1293
"SSP3","Fiji",2100,1316.8
"SSP3","Finland",2020,5525.2
"SSP3","Finland",2025,5521.9
"SSP3","Finland",2030,5483.3
"SSP3","Finland",2035,5449.5
"SSP3","Finland",2040,5427.3
"SSP3","Finland",2045,5414.5
"SSP3","Finland",2050,5426.4
"SSP3","Finland",2055,5435.4
"SSP3","Finland",2060,5459.7
"SSP3","Finland",2065,5507.7
"SSP3","Finland",2070,5578.7
"SSP3","Finland",2075,5663.1
"SSP3","Finland",2080,5753.7
"SSP3","Finland",2085,5848.2
"SSP3","Finland",2090,5950.8
"SSP3","Finland",2095,6070.5
"SSP3","Finland",2100,6210
"SSP3","France",2020,64457.8
"SSP3","France",2025,65052.8
"SSP3","France",2030,65710.7
"SSP3","France",2035,66527
"SSP3","France",2040,67478.9
"SSP3","France",2045,68345.5
"SSP3","France",2050,69157
"SSP3","France",2055,69968.7
"SSP3","France",2060,70955.9
"SSP3","France",2065,72181.9
"SSP3","France",2070,73693.4
"SSP3","France",2075,75436.7
"SSP3","France",2080,77315
"SSP3","France",2085,79286
"SSP3","France",2090,81375.2
"SSP3","France",2095,83588.2
"SSP3","France",2100,85901
"SSP3","French Guiana",2020,287.8
"SSP3","French Guiana",2025,322.2
"SSP3","French Guiana",2030,358.1
"SSP3","French Guiana",2035,395
"SSP3","French Guiana",2040,432.9
"SSP3","French Guiana",2045,469.8
"SSP3","French Guiana",2050,506.8
"SSP3","French Guiana",2055,543.8
"SSP3","French Guiana",2060,581.2
"SSP3","French Guiana",2065,617
"SSP3","French Guiana",2070,650.8
"SSP3","French Guiana",2075,684.2
"SSP3","French Guiana",2080,717.5
"SSP3","French Guiana",2085,750.8
"SSP3","French Guiana",2090,783.8
"SSP3","French Guiana",2095,815.5
"SSP3","French Guiana",2100,846
"SSP3","French Polynesia",2020,300.7
"SSP3","French Polynesia",2025,313
"SSP3","French Polynesia",2030,325.2
"SSP3","French Polynesia",2035,336.5
"SSP3","French Polynesia",2040,346.7
"SSP3","French Polynesia",2045,354.7
"SSP3","French Polynesia",2050,360.9
"SSP3","French Polynesia",2055,365.2
"SSP3","French Polynesia",2060,368.7
"SSP3","French Polynesia",2065,372.2
"SSP3","French Polynesia",2070,376
"SSP3","French Polynesia",2075,380.1
"SSP3","French Polynesia",2080,384.5
"SSP3","French Polynesia",2085,389.6
"SSP3","French Polynesia",2090,395.7
"SSP3","French Polynesia",2095,403
"SSP3","French Polynesia",2100,411.6
"SSP3","Gabon",2020,2268
"SSP3","Gabon",2025,2506.1
"SSP3","Gabon",2030,2739.5
"SSP3","Gabon",2035,2976.7
"SSP3","Gabon",2040,3219.9
"SSP3","Gabon",2045,3455.9
"SSP3","Gabon",2050,3681.3
"SSP3","Gabon",2055,3893.8
"SSP3","Gabon",2060,4088.3
"SSP3","Gabon",2065,4259
"SSP3","Gabon",2070,4408.3
"SSP3","Gabon",2075,4549.8
"SSP3","Gabon",2080,4685.6
"SSP3","Gabon",2085,4812.4
"SSP3","Gabon",2090,4927
"SSP3","Gabon",2095,5026.2
"SSP3","Gabon",2100,5112.9
"SSP3","Gambia",2020,2541
"SSP3","Gambia",2025,2862.4
"SSP3","Gambia",2030,3223.3
"SSP3","Gambia",2035,3621.4
"SSP3","Gambia",2040,4039.1
"SSP3","Gambia",2045,4455.1
"SSP3","Gambia",2050,4859.7
"SSP3","Gambia",2055,5251
"SSP3","Gambia",2060,5624.8
"SSP3","Gambia",2065,5984
"SSP3","Gambia",2070,6321
"SSP3","Gambia",2075,6622.9
"SSP3","Gambia",2080,6887.2
"SSP3","Gambia",2085,7130.4
"SSP3","Gambia",2090,7358.5
"SSP3","Gambia",2095,7573.8
"SSP3","Gambia",2100,7774.1
"SSP3","Georgia",2020,3769.2
"SSP3","Georgia",2025,3700.4
"SSP3","Georgia",2030,3623.7
"SSP3","Georgia",2035,3548.5
"SSP3","Georgia",2040,3489.4
"SSP3","Georgia",2045,3436.8
"SSP3","Georgia",2050,3385.2
"SSP3","Georgia",2055,3331.4
"SSP3","Georgia",2060,3277.2
"SSP3","Georgia",2065,3232.5
"SSP3","Georgia",2070,3202.5
"SSP3","Georgia",2075,3188
"SSP3","Georgia",2080,3187.4
"SSP3","Georgia",2085,3200
"SSP3","Georgia",2090,3224.1
"SSP3","Georgia",2095,3257.4
"SSP3","Georgia",2100,3296.8
"SSP3","Germany",2020,83267.7
"SSP3","Germany",2025,83325.8
"SSP3","Germany",2030,82364.2
"SSP3","Germany",2035,81428.3
"SSP3","Germany",2040,80561.9
"SSP3","Germany",2045,79670.4
"SSP3","Germany",2050,78777.8
"SSP3","Germany",2055,77968.8
"SSP3","Germany",2060,77377.9
"SSP3","Germany",2065,77026.2
"SSP3","Germany",2070,76915.1
"SSP3","Germany",2075,76900
"SSP3","Germany",2080,76885
"SSP3","Germany",2085,76929.8
"SSP3","Germany",2090,77145.5
"SSP3","Germany",2095,77562.8
"SSP3","Germany",2100,78107.6
"SSP3","Ghana",2020,31849.2
"SSP3","Ghana",2025,35451.2
"SSP3","Ghana",2030,39351.8
"SSP3","Ghana",2035,43533.6
"SSP3","Ghana",2040,48057.2
"SSP3","Ghana",2045,52704.4
"SSP3","Ghana",2050,57444.4
"SSP3","Ghana",2055,62130
"SSP3","Ghana",2060,66862.4
"SSP3","Ghana",2065,71443.7
"SSP3","Ghana",2070,75950.5
"SSP3","Ghana",2075,80273.9
"SSP3","Ghana",2080,84309.7
"SSP3","Ghana",2085,88176.8
"SSP3","Ghana",2090,91966.5
"SSP3","Ghana",2095,95690.4
"SSP3","Ghana",2100,99327.1
"SSP3","Greece",2020,10543.3
"SSP3","Greece",2025,10343.5
"SSP3","Greece",2030,10160.7
"SSP3","Greece",2035,10002.2
"SSP3","Greece",2040,9873.4
"SSP3","Greece",2045,9749.9
"SSP3","Greece",2050,9628
"SSP3","Greece",2055,9484.1
"SSP3","Greece",2060,9334.2
"SSP3","Greece",2065,9193.6
"SSP3","Greece",2070,9085.5
"SSP3","Greece",2075,9020
"SSP3","Greece",2080,8994.4
"SSP3","Greece",2085,8995
"SSP3","Greece",2090,9004.3
"SSP3","Greece",2095,9011.2
"SSP3","Greece",2100,9016.6
"SSP3","Grenada",2020,123.2
"SSP3","Grenada",2025,127.4
"SSP3","Grenada",2030,130.9
"SSP3","Grenada",2035,133.7
"SSP3","Grenada",2040,136.6
"SSP3","Grenada",2045,139.5
"SSP3","Grenada",2050,142.1
"SSP3","Grenada",2055,144.4
"SSP3","Grenada",2060,146.3
"SSP3","Grenada",2065,148.2
"SSP3","Grenada",2070,150
"SSP3","Grenada",2075,151.8
"SSP3","Grenada",2080,153.6
"SSP3","Grenada",2085,155.5
"SSP3","Grenada",2090,157.8
"SSP3","Grenada",2095,160.4
"SSP3","Grenada",2100,163.4
"SSP3","Guadeloupe",2020,395.1
"SSP3","Guadeloupe",2025,401.6
"SSP3","Guadeloupe",2030,409.9
"SSP3","Guadeloupe",2035,417.1
"SSP3","Guadeloupe",2040,423.3
"SSP3","Guadeloupe",2045,426.9
"SSP3","Guadeloupe",2050,429.5
"SSP3","Guadeloupe",2055,433.3
"SSP3","Guadeloupe",2060,439.5
"SSP3","Guadeloupe",2065,448.2
"SSP3","Guadeloupe",2070,459.3
"SSP3","Guadeloupe",2075,472.2
"SSP3","Guadeloupe",2080,486.7
"SSP3","Guadeloupe",2085,502.6
"SSP3","Guadeloupe",2090,519.5
"SSP3","Guadeloupe",2095,537
"SSP3","Guadeloupe",2100,555.2
"SSP3","Guam",2020,168.6
"SSP3","Guam",2025,175.7
"SSP3","Guam",2030,183.4
"SSP3","Guam",2035,191.3
"SSP3","Guam",2040,198.7
"SSP3","Guam",2045,205.1
"SSP3","Guam",2050,210.3
"SSP3","Guam",2055,214.6
"SSP3","Guam",2060,219
"SSP3","Guam",2065,224.2
"SSP3","Guam",2070,230.1
"SSP3","Guam",2075,236.3
"SSP3","Guam",2080,242.4
"SSP3","Guam",2085,248.4
"SSP3","Guam",2090,254.4
"SSP3","Guam",2095,260.6
"SSP3","Guam",2100,267.2
"SSP3","Guatemala",2020,17231.2
"SSP3","Guatemala",2025,18734.4
"SSP3","Guatemala",2030,20396.1
"SSP3","Guatemala",2035,22043.2
"SSP3","Guatemala",2040,23655.9
"SSP3","Guatemala",2045,25116.1
"SSP3","Guatemala",2050,26432.2
"SSP3","Guatemala",2055,27617.6
"SSP3","Guatemala",2060,28732.5
"SSP3","Guatemala",2065,29772.8
"SSP3","Guatemala",2070,30716
"SSP3","Guatemala",2075,31545.2
"SSP3","Guatemala",2080,32259.5
"SSP3","Guatemala",2085,32893.6
"SSP3","Guatemala",2090,33483.9
"SSP3","Guatemala",2095,34056.6
"SSP3","Guatemala",2100,34632.1
"SSP3","Guinea",2020,13041.6
"SSP3","Guinea",2025,14767.5
"SSP3","Guinea",2030,16642
"SSP3","Guinea",2035,18625.4
"SSP3","Guinea",2040,20705.9
"SSP3","Guinea",2045,22798.4
"SSP3","Guinea",2050,24876.3
"SSP3","Guinea",2055,26937.7
"SSP3","Guinea",2060,28963
"SSP3","Guinea",2065,30877.3
"SSP3","Guinea",2070,32661.7
"SSP3","Guinea",2075,34231.8
"SSP3","Guinea",2080,35623.9
"SSP3","Guinea",2085,36814.9
"SSP3","Guinea",2090,37935.9
"SSP3","Guinea",2095,38989.1
"SSP3","Guinea",2100,39960
"SSP3","Guinea-Bissau",2020,1993.3
"SSP3","Guinea-Bissau",2025,2221.5
"SSP3","Guinea-Bissau",2030,2450.5
"SSP3","Guinea-Bissau",2035,2684.6
"SSP3","Guinea-Bissau",2040,2921.9
"SSP3","Guinea-Bissau",2045,3146.2
"SSP3","Guinea-Bissau",2050,3352.8
"SSP3","Guinea-Bissau",2055,3540
"SSP3","Guinea-Bissau",2060,3711.5
"SSP3","Guinea-Bissau",2065,3859.8
"SSP3","Guinea-Bissau",2070,3982.3
"SSP3","Guinea-Bissau",2075,4077.3
"SSP3","Guinea-Bissau",2080,4150.4
"SSP3","Guinea-Bissau",2085,4207.7
"SSP3","Guinea-Bissau",2090,4248.9
"SSP3","Guinea-Bissau",2095,4276.4
"SSP3","Guinea-Bissau",2100,4290.2
"SSP3","Guyana",2020,791.8
"SSP3","Guyana",2025,826.7
"SSP3","Guyana",2030,860.8
"SSP3","Guyana",2035,891.1
"SSP3","Guyana",2040,916.5
"SSP3","Guyana",2045,934.5
"SSP3","Guyana",2050,947.3
"SSP3","Guyana",2055,958.1
"SSP3","Guyana",2060,967.7
"SSP3","Guyana",2065,977.3
"SSP3","Guyana",2070,986.3
"SSP3","Guyana",2075,994.7
"SSP3","Guyana",2080,1003.1
"SSP3","Guyana",2085,1012.4
"SSP3","Guyana",2090,1023.3
"SSP3","Guyana",2095,1036.1
"SSP3","Guyana",2100,1051.3
"SSP3","Haiti",2020,11234.5
"SSP3","Haiti",2025,12108.1
"SSP3","Haiti",2030,13018.5
"SSP3","Haiti",2035,13926.5
"SSP3","Haiti",2040,14807.3
"SSP3","Haiti",2045,15623.7
"SSP3","Haiti",2050,16341
"SSP3","Haiti",2055,16938.8
"SSP3","Haiti",2060,17450.9
"SSP3","Haiti",2065,17908.7
"SSP3","Haiti",2070,18327.4
"SSP3","Haiti",2075,18706.9
"SSP3","Haiti",2080,19044.5
"SSP3","Haiti",2085,19346.5
"SSP3","Haiti",2090,19623.8
"SSP3","Haiti",2095,19890.8
"SSP3","Haiti",2100,20158.3
"SSP3","Honduras",2020,10041.8
"SSP3","Honduras",2025,10889.7
"SSP3","Honduras",2030,11769
"SSP3","Honduras",2035,12628
"SSP3","Honduras",2040,13433.3
"SSP3","Honduras",2045,14145.1
"SSP3","Honduras",2050,14807.2
"SSP3","Honduras",2055,15435.9
"SSP3","Honduras",2060,16029.8
"SSP3","Honduras",2065,16571.1
"SSP3","Honduras",2070,17049.6
"SSP3","Honduras",2075,17473.7
"SSP3","Honduras",2080,17858.4
"SSP3","Honduras",2085,18224
"SSP3","Honduras",2090,18584
"SSP3","Honduras",2095,18948.8
"SSP3","Honduras",2100,19323.5
"SSP3","Hong Kong Special Administrative Region of China",2020,7501.9
"SSP3","Hong Kong Special Administrative Region of China",2025,7502.3
"SSP3","Hong Kong Special Administrative Region of China",2030,7470.2
"SSP3","Hong Kong Special Administrative Region of China",2035,7395.5
"SSP3","Hong Kong Special Administrative Region of China",2040,7288.7
"SSP3","Hong Kong Special Administrative Region of China",2045,7159.6
"SSP3","Hong Kong Special Administrative Region of China",2050,7040.8
"SSP3","Hong Kong Special Administrative Region of China",2055,6907.5
"SSP3","Hong Kong Special Administrative Region of China",2060,6763.2
"SSP3","Hong Kong Special Administrative Region of China",2065,6606.9
"SSP3","Hong Kong Special Administrative Region of China",2070,6451.7
"SSP3","Hong Kong Special Administrative Region of China",2075,6306.4
"SSP3","Hong Kong Special Administrative Region of China",2080,6177.7
"SSP3","Hong Kong Special Administrative Region of China",2085,6073.9
"SSP3","Hong Kong Special Administrative Region of China",2090,5994
"SSP3","Hong Kong Special Administrative Region of China",2095,5928.1
"SSP3","Hong Kong Special Administrative Region of China",2100,5864.2
"SSP3","Hungary",2020,9770.1
"SSP3","Hungary",2025,9574.3
"SSP3","Hungary",2030,9378.6
"SSP3","Hungary",2035,9167.5
"SSP3","Hungary",2040,8958.7
"SSP3","Hungary",2045,8757.5
"SSP3","Hungary",2050,8578.5
"SSP3","Hungary",2055,8416.2
"SSP3","Hungary",2060,8264.1
"SSP3","Hungary",2065,8111.7
"SSP3","Hungary",2070,7972.4
"SSP3","Hungary",2075,7862.5
"SSP3","Hungary",2080,7786.5
"SSP3","Hungary",2085,7737.6
"SSP3","Hungary",2090,7709.3
"SSP3","Hungary",2095,7696.9
"SSP3","Hungary",2100,7693
"SSP3","Iceland",2020,364.3
"SSP3","Iceland",2025,376.7
"SSP3","Iceland",2030,387.9
"SSP3","Iceland",2035,398.6
"SSP3","Iceland",2040,408.6
"SSP3","Iceland",2045,417.6
"SSP3","Iceland",2050,426.6
"SSP3","Iceland",2055,435.1
"SSP3","Iceland",2060,444.2
"SSP3","Iceland",2065,453.7
"SSP3","Iceland",2070,463.3
"SSP3","Iceland",2075,472.8
"SSP3","Iceland",2080,482.2
"SSP3","Iceland",2085,491.9
"SSP3","Iceland",2090,502.7
"SSP3","Iceland",2095,515.1
"SSP3","Iceland",2100,529.3
"SSP3","India",2020,1389966.4
"SSP3","India",2025,1450254.6
"SSP3","India",2030,1515882.4
"SSP3","India",2035,1576287
"SSP3","India",2040,1629955.3
"SSP3","India",2045,1672052.3
"SSP3","India",2050,1704251.8
"SSP3","India",2055,1732238.9
"SSP3","India",2060,1757633.4
"SSP3","India",2065,1778175.9
"SSP3","India",2070,1793779.5
"SSP3","India",2075,1803919.3
"SSP3","India",2080,1810960.5
"SSP3","India",2085,1818248.7
"SSP3","India",2090,1828238.4
"SSP3","India",2095,1841192.8
"SSP3","India",2100,1856861.2
"SSP3","Indonesia",2020,270825.8
"SSP3","Indonesia",2025,281583.4
"SSP3","Indonesia",2030,293102.5
"SSP3","Indonesia",2035,303390.8
"SSP3","Indonesia",2040,312151.5
"SSP3","Indonesia",2045,318893.3
"SSP3","Indonesia",2050,323960.6
"SSP3","Indonesia",2055,328257.6
"SSP3","Indonesia",2060,332004.7
"SSP3","Indonesia",2065,335165.5
"SSP3","Indonesia",2070,337826.9
"SSP3","Indonesia",2075,340091.3
"SSP3","Indonesia",2080,342083.7
"SSP3","Indonesia",2085,343917
"SSP3","Indonesia",2090,345668.8
"SSP3","Indonesia",2095,347420.7
"SSP3","Indonesia",2100,349282.4
"SSP3","Iran (Islamic Republic of)",2020,86990.2
"SSP3","Iran (Islamic Republic of)",2025,90790.4
"SSP3","Iran (Islamic Republic of)",2030,94509.4
"SSP3","Iran (Islamic Republic of)",2035,97760.7
"SSP3","Iran (Islamic Republic of)",2040,100713.3
"SSP3","Iran (Islamic Republic of)",2045,103264.5
"SSP3","Iran (Islamic Republic of)",2050,105392.8
"SSP3","Iran (Islamic Republic of)",2055,107031.6
"SSP3","Iran (Islamic Republic of)",2060,108030.1
"SSP3","Iran (Islamic Republic of)",2065,108424.2
"SSP3","Iran (Islamic Republic of)",2070,108430.7
"SSP3","Iran (Islamic Republic of)",2075,108261.4
"SSP3","Iran (Islamic Republic of)",2080,108168.4
"SSP3","Iran (Islamic Republic of)",2085,108357.6
"SSP3","Iran (Islamic Republic of)",2090,108862.2
"SSP3","Iran (Islamic Republic of)",2095,109519.5
"SSP3","Iran (Islamic Republic of)",2100,110153.1
"SSP3","Iraq",2020,42043
"SSP3","Iraq",2025,47263.5
"SSP3","Iraq",2030,52865.2
"SSP3","Iraq",2035,58855.6
"SSP3","Iraq",2040,65276.2
"SSP3","Iraq",2045,71682.8
"SSP3","Iraq",2050,77977.9
"SSP3","Iraq",2055,84260.1
"SSP3","Iraq",2060,90443.9
"SSP3","Iraq",2065,96274.9
"SSP3","Iraq",2070,101771
"SSP3","Iraq",2075,107121
"SSP3","Iraq",2080,112381
"SSP3","Iraq",2085,117498.7
"SSP3","Iraq",2090,122407.7
"SSP3","Iraq",2095,127075.6
"SSP3","Iraq",2100,131547.1
"SSP3","Ireland",2020,4925.1
"SSP3","Ireland",2025,5102.2
"SSP3","Ireland",2030,5225.1
"SSP3","Ireland",2035,5358.8
"SSP3","Ireland",2040,5512.1
"SSP3","Ireland",2045,5670.9
"SSP3","Ireland",2050,5829.2
"SSP3","Ireland",2055,5961.4
"SSP3","Ireland",2060,6074.3
"SSP3","Ireland",2065,6179
"SSP3","Ireland",2070,6293.9
"SSP3","Ireland",2075,6429
"SSP3","Ireland",2080,6585.4
"SSP3","Ireland",2085,6753.4
"SSP3","Ireland",2090,6918.5
"SSP3","Ireland",2095,7073.4
"SSP3","Ireland",2100,7223.1
"SSP3","Israel",2020,8685.6
"SSP3","Israel",2025,9372
"SSP3","Israel",2030,10084.9
"SSP3","Israel",2035,10838.2
"SSP3","Israel",2040,11669
"SSP3","Israel",2045,12553
"SSP3","Israel",2050,13483
"SSP3","Israel",2055,14451.2
"SSP3","Israel",2060,15458.2
"SSP3","Israel",2065,16503
"SSP3","Israel",2070,17606.2
"SSP3","Israel",2075,18783
"SSP3","Israel",2080,20034.8
"SSP3","Israel",2085,21354
"SSP3","Israel",2090,22734.3
"SSP3","Israel",2095,24175.6
"SSP3","Israel",2100,25684.1
"SSP3","Italy",2020,59639.9
"SSP3","Italy",2025,58695.5
"SSP3","Italy",2030,57659.5
"SSP3","Italy",2035,56691.9
"SSP3","Italy",2040,55825.1
"SSP3","Italy",2045,54948.4
"SSP3","Italy",2050,54049.7
"SSP3","Italy",2055,52943.6
"SSP3","Italy",2060,51767.3
"SSP3","Italy",2065,50688.6
"SSP3","Italy",2070,49905.6
"SSP3","Italy",2075,49483.7
"SSP3","Italy",2080,49349
"SSP3","Italy",2085,49362.3
"SSP3","Italy",2090,49425.2
"SSP3","Italy",2095,49522.7
"SSP3","Italy",2100,49679.2
"SSP3","Jamaica",2020,2814.5
"SSP3","Jamaica",2025,2860.5
"SSP3","Jamaica",2030,2910.7
"SSP3","Jamaica",2035,2949.4
"SSP3","Jamaica",2040,2972.8
"SSP3","Jamaica",2045,2975.9
"SSP3","Jamaica",2050,2963.9
"SSP3","Jamaica",2055,2941.7
"SSP3","Jamaica",2060,2913.9
"SSP3","Jamaica",2065,2883.5
"SSP3","Jamaica",2070,2847.8
"SSP3","Jamaica",2075,2808
"SSP3","Jamaica",2080,2767.3
"SSP3","Jamaica",2085,2731.4
"SSP3","Jamaica",2090,2705.2
"SSP3","Jamaica",2095,2691
"SSP3","Jamaica",2100,2688
"SSP3","Japan",2020,125542.8
"SSP3","Japan",2025,122241
"SSP3","Japan",2030,118849.2
"SSP3","Japan",2035,115307.4
"SSP3","Japan",2040,111771.9
"SSP3","Japan",2045,108218.9
"SSP3","Japan",2050,104805.6
"SSP3","Japan",2055,101552.2
"SSP3","Japan",2060,98366.1
"SSP3","Japan",2065,95182.8
"SSP3","Japan",2070,92146.8
"SSP3","Japan",2075,89458.6
"SSP3","Japan",2080,87202.5
"SSP3","Japan",2085,85291.4
"SSP3","Japan",2090,83616.7
"SSP3","Japan",2095,82142
"SSP3","Japan",2100,80868.8
"SSP3","Jordan",2020,10817.1
"SSP3","Jordan",2025,11902
"SSP3","Jordan",2030,13042.5
"SSP3","Jordan",2035,14213.9
"SSP3","Jordan",2040,15383.6
"SSP3","Jordan",2045,16481.4
"SSP3","Jordan",2050,17450.1
"SSP3","Jordan",2055,18318.8
"SSP3","Jordan",2060,19099.5
"SSP3","Jordan",2065,19829.8
"SSP3","Jordan",2070,20521.4
"SSP3","Jordan",2075,21168
"SSP3","Jordan",2080,21735.9
"SSP3","Jordan",2085,22236.9
"SSP3","Jordan",2090,22682
"SSP3","Jordan",2095,23090.1
"SSP3","Jordan",2100,23473.8
"SSP3","Kazakhstan",2020,18861.1
"SSP3","Kazakhstan",2025,19976.5
"SSP3","Kazakhstan",2030,21086.8
"SSP3","Kazakhstan",2035,22169.7
"SSP3","Kazakhstan",2040,23302
"SSP3","Kazakhstan",2045,24432.4
"SSP3","Kazakhstan",2050,25540.7
"SSP3","Kazakhstan",2055,26570.9
"SSP3","Kazakhstan",2060,27472.9
"SSP3","Kazakhstan",2065,28289.1
"SSP3","Kazakhstan",2070,29096
"SSP3","Kazakhstan",2075,29934.5
"SSP3","Kazakhstan",2080,30808.1
"SSP3","Kazakhstan",2085,31680.8
"SSP3","Kazakhstan",2090,32515.9
"SSP3","Kazakhstan",2095,33289.2
"SSP3","Kazakhstan",2100,34004.8
"SSP3","Kenya",2020,51460.2
"SSP3","Kenya",2025,56933.3
"SSP3","Kenya",2030,62726.8
"SSP3","Kenya",2035,68844.2
"SSP3","Kenya",2040,75085.5
"SSP3","Kenya",2045,81095.6
"SSP3","Kenya",2050,86957.8
"SSP3","Kenya",2055,92545.8
"SSP3","Kenya",2060,97998.2
"SSP3","Kenya",2065,102888.3
"SSP3","Kenya",2070,107185.5
"SSP3","Kenya",2075,111014.2
"SSP3","Kenya",2080,114620.3
"SSP3","Kenya",2085,118102
"SSP3","Kenya",2090,121416.4
"SSP3","Kenya",2095,124462.5
"SSP3","Kenya",2100,127194.6
"SSP3","Kiribati",2020,125.3
"SSP3","Kiribati",2025,137.7
"SSP3","Kiribati",2030,149.7
"SSP3","Kiribati",2035,160.9
"SSP3","Kiribati",2040,172.1
"SSP3","Kiribati",2045,183.3
"SSP3","Kiribati",2050,193.9
"SSP3","Kiribati",2055,203.3
"SSP3","Kiribati",2060,211.2
"SSP3","Kiribati",2065,217.6
"SSP3","Kiribati",2070,223.3
"SSP3","Kiribati",2075,228.9
"SSP3","Kiribati",2080,234.5
"SSP3","Kiribati",2085,239.6
"SSP3","Kiribati",2090,243.8
"SSP3","Kiribati",2095,247.2
"SSP3","Kiribati",2100,250.2
"SSP3","Kuwait",2020,4468.4
"SSP3","Kuwait",2025,4709.7
"SSP3","Kuwait",2030,4918.8
"SSP3","Kuwait",2035,5105.7
"SSP3","Kuwait",2040,5277.4
"SSP3","Kuwait",2045,5413.7
"SSP3","Kuwait",2050,5500.5
"SSP3","Kuwait",2055,5531.8
"SSP3","Kuwait",2060,5521.9
"SSP3","Kuwait",2065,5492.1
"SSP3","Kuwait",2070,5480.4
"SSP3","Kuwait",2075,5510.2
"SSP3","Kuwait",2080,5583.2
"SSP3","Kuwait",2085,5681
"SSP3","Kuwait",2090,5777.9
"SSP3","Kuwait",2095,5860.2
"SSP3","Kuwait",2100,5927.3
"SSP3","Kyrgyzstan",2020,6372.3
"SSP3","Kyrgyzstan",2025,6967
"SSP3","Kyrgyzstan",2030,7550.6
"SSP3","Kyrgyzstan",2035,8137.7
"SSP3","Kyrgyzstan",2040,8754
"SSP3","Kyrgyzstan",2045,9369.4
"SSP3","Kyrgyzstan",2050,9951
"SSP3","Kyrgyzstan",2055,10488.7
"SSP3","Kyrgyzstan",2060,10979.9
"SSP3","Kyrgyzstan",2065,11423.7
"SSP3","Kyrgyzstan",2070,11847.1
"SSP3","Kyrgyzstan",2075,12260.3
"SSP3","Kyrgyzstan",2080,12660.7
"SSP3","Kyrgyzstan",2085,13052.5
"SSP3","Kyrgyzstan",2090,13417.5
"SSP3","Kyrgyzstan",2095,13758.5
"SSP3","Kyrgyzstan",2100,14077.9
"SSP3","Lao People's Democratic Republic",2020,7265.7
"SSP3","Lao People's Democratic Republic",2025,7833.8
"SSP3","Lao People's Democratic Republic",2030,8396.3
"SSP3","Lao People's Democratic Republic",2035,8941.5
"SSP3","Lao People's Democratic Republic",2040,9461.6
"SSP3","Lao People's Democratic Republic",2045,9917.2
"SSP3","Lao People's Democratic Republic",2050,10318.3
"SSP3","Lao People's Democratic Republic",2055,10693.4
"SSP3","Lao People's Democratic Republic",2060,11051.4
"SSP3","Lao People's Democratic Republic",2065,11378.5
"SSP3","Lao People's Democratic Republic",2070,11674.4
"SSP3","Lao People's Democratic Republic",2075,11949.7
"SSP3","Lao People's Democratic Republic",2080,12221.8
"SSP3","Lao People's Democratic Republic",2085,12502.7
"SSP3","Lao People's Democratic Republic",2090,12800.5
"SSP3","Lao People's Democratic Republic",2095,13113.3
"SSP3","Lao People's Democratic Republic",2100,13437.7
"SSP3","Latvia",2020,1907.2
"SSP3","Latvia",2025,1853.5
"SSP3","Latvia",2030,1767.5
"SSP3","Latvia",2035,1690.3
"SSP3","Latvia",2040,1626.9
"SSP3","Latvia",2045,1574.4
"SSP3","Latvia",2050,1529.8
"SSP3","Latvia",2055,1489.5
"SSP3","Latvia",2060,1453.2
"SSP3","Latvia",2065,1421.6
"SSP3","Latvia",2070,1396.3
"SSP3","Latvia",2075,1378
"SSP3","Latvia",2080,1365.9
"SSP3","Latvia",2085,1358.8
"SSP3","Latvia",2090,1355.2
"SSP3","Latvia",2095,1353.3
"SSP3","Latvia",2100,1351.5
"SSP3","Lebanon",2020,5694.5
"SSP3","Lebanon",2025,5952.8
"SSP3","Lebanon",2030,6283.9
